"time_window","link_100","link_101","link_102","link_103","link_104","link_105","link_106","link_107","link_108","link_109","link_110","link_111","link_112","link_113","link_114","link_115","link_116","link_117","link_118","link_119","link_120","link_121","link_122","link_123"
"[2016-09-29 05:00:00,2016-09-29 05:20:00)","4.87","7.54","0","1.63","0","7.28","21.52","3.36","4.35","0","9.23","8.47","0","14.56","24.09","0","12.46","26.98","22.82","1.15","0.68","14.8","32.59","6.46"
"[2016-09-29 05:20:00,2016-09-29 05:40:00)","5.09","56.71","20.68","3.58","28.21","8.3","0.45","3.11","3.93","19.65","9.72","31.29","19.16","4.31","0","16.89","26.38","25.93","0","0","0.71","3.53","23.23","5.21"
"[2016-09-29 05:40:00,2016-09-29 06:00:00)","0","0","0","0","0","0","0","2.83","3.64","0","10.16","0","0","0","15.43","0","0","23.7","21.81","0.75","0.83","0","27.34","5.2"
"[2016-09-29 06:00:00,2016-09-29 06:20:00)","5.8","0","0","4.71","0","7.71","0","4.17","4.94","0","12.37","15.45","0","0","14.54","0","0","30.1","20.09","0.65","0.96","0","31.96","6.77"
"[2016-09-29 06:20:00,2016-09-29 06:40:00)","6.94","0","0","2.56","0","6.74","0","3.27","4.06","0","13.82","44.16","0","0","16.17","0","0","16.46","47.55","0.92","0.67","0","22.8","5.47"
"[2016-09-29 06:40:00,2016-09-29 07:00:00)","9.4","10.04","9.03","9.38","18.67","11.9","2.03","3.78","4.19","6.62","11.57","39.49","15.17","37.29","26.34","15.05","20.23","24.76","68.69","0.82","0.75","14.69","30.32","5.62"
"[2016-09-29 07:00:00,2016-09-29 07:20:00)","13.04","7.9","10.42","2.36","20.01","29.55","1.4","3.77","4.8","8.78","11.61","23.04","16.55","38.76","32.47","10.07","16.75","9.3","66.92","1.29","0.56","16.42","31.82","5.8"
"[2016-09-29 07:20:00,2016-09-29 07:40:00)","8.18","7.62","10.14","15.86","30.49","19.86","1.19","3.84","7.2","7.72","13.19","20.97","40.73","11.41","66.9","7.18","15.88","24.83","135.9","2.15","1.2","42.43","27.3","6.19"
"[2016-09-29 07:40:00,2016-09-29 08:00:00)","12.26","0","13.69","20.21","57.34","33.94","0","5.95","5.63","16.27","13.96","20.88","57.34","0","27.74","11.04","0","25.56","76.31","1.18","0.87","0","38.65","9.48"
"[2016-09-29 08:00:00,2016-09-29 08:20:00)","9.81","7.0","10.34","2.29","21.02","25.17","1.31","5.18","5.77","9.74","12.42","14.92","43.01","17.38","48.23","9.54","13.83","30.65","74.2","1.18","0.9","11.36","25.16","7.82"
"[2016-09-29 08:20:00,2016-09-29 08:40:00)","10.3","16.54","9.69","4.57","27.61","27.98","1.79","12.35","10.46","9.31","29.57","31.81","20.87","24.94","147.02","8.64","17.9","68.13","85.84","2.29","1.68","22.67","41.41","20.83"
"[2016-09-29 08:40:00,2016-09-29 09:00:00)","8.98","9.34","9.87","3.95","21.67","18.53","1.55","11.37","11.03","8.88","27.79","35.58","17.56","22.66","119.33","10.94","13.87","68.47","117.97","3.97","1.4","14.26","35.22","19.18"
"[2016-09-29 09:00:00,2016-09-29 09:20:00)","10.62","8.56","10.84","9.3","22.8","23.18","1.92","6.3","7.27","10.57","22.92","26.69","20.37","17.87","35.21","8.36","18.05","41.68","115.02","1.73","1.05","25.58","30.53","11.69"
"[2016-09-29 09:20:00,2016-09-29 09:40:00)","7.12","8.02","9.46","3.06","23.93","10.03","1.3","5.4","6.74","8.19","12.55","31.46","16.65","23.73","97.54","9.76","15.26","35.14","83.09","1.84","0.91","11.14","33.6","7.47"
"[2016-09-29 09:40:00,2016-09-29 10:00:00)","9.68","8.51","20.58","2.3","24.2","24.88","1.88","5.73","7.69","9.45","15.28","19.2","34.86","21.62","46.82","34.27","16.44","36.69","59.01","1.63","0.85","13.47","38.84","9.03"
"[2016-09-29 10:00:00,2016-09-29 10:20:00)","8.53","6.93","7.49","2.6","20.92","23.75","0.85","5.99","6.88","7.77","14.18","21.04","26.5","13.04","38.45","8.17","12.1","46.36","34.24","1.34","1.03","8.51","36.94","6.81"
"[2016-09-29 10:20:00,2016-09-29 10:40:00)","8.24","9.24","8.63","6.88","18.99","17.17","1.36","4.47","7.25","8.73","12.19","22.27","15.58","18.53","19.5","8.51","21.5","38.4","25.22","1.12","0.8","18.04","32.38","10.16"
"[2016-09-29 10:40:00,2016-09-29 11:00:00)","8.75","29.6","9.19","2.35","22.72","17.74","1.1","3.8","4.77","9.34","12.76","30.91","36.62","13.19","21.96","7.44","16.19","27.92","26.36","0.94","0.82","9.44","28.96","6.02"
"[2016-09-29 11:00:00,2016-09-29 11:20:00)","7.98","7.32","7.95","6.45","17.52","16.7","1.16","4.35","5.31","7.89","12.47","21.13","14.14","10.48","19.49","9.28","18.54","25.7","20.26","1.01","0.88","18.56","40.46","6.85"
"[2016-09-29 11:20:00,2016-09-29 11:40:00)","8.73","9.79","8.09","3.0","22.12","25.04","1.41","3.87","5.17","8.45","12.92","24.86","31.37","19.19","17.9","7.55","17.14","32.79","20.8","0.8","0.89","22.08","29.82","5.48"
"[2016-09-29 11:40:00,2016-09-29 12:00:00)","9.07","6.6","9.76","2.73","23.39","15.73","1.13","4.1","4.83","9.5","12.41","42.99","18.26","19.01","20.33","9.18","13.56","22.1","37.43","0.99","0.8","11.7","39.75","6.89"
"[2016-09-29 12:00:00,2016-09-29 12:20:00)","8.44","29.17","7.68","2.74","18.58","14.27","8.38","3.94","5.12","7.52","12.85","16.86","15.36","7.86","19.81","31.98","13.65","43.34","20.99","0.93","0.9","7.86","25.46","6.58"
"[2016-09-29 12:20:00,2016-09-29 12:40:00)","8.71","7.24","8.63","3.69","20.27","19.48","1.49","8.68","4.75","8.36","13.64","16.38","26.26","16.22","13.95","8.2","16.63","47.57","27.33","0.63","0.82","34.82","33.7","6.43"
"[2016-09-29 12:40:00,2016-09-29 13:00:00)","11.02","8.54","8.86","7.43","20.36","20.14","1.35","4.21","4.62","8.62","12.58","21.79","18.55","20.76","16.74","7.38","19.3","24.23","17.57","0.81","0.74","25.26","30.6","6.67"
"[2016-09-29 13:00:00,2016-09-29 13:20:00)","8.26","12.57","6.94","3.72","29.45","17.61","1.36","5.96","5.62","7.87","14.34","21.48","34.11","13.83","18.27","7.66","15.4","37.27","20.2","0.87","0.95","28.38","33.74","9.09"
"[2016-09-29 13:20:00,2016-09-29 13:40:00)","8.08","7.73","8.19","3.93","22.24","16.34","1.43","4.72","5.55","8.76","11.49","16.66","32.57","17.98","15.74","8.05","16.64","30.76","21.57","0.75","2.41","12.84","33.36","6.98"
"[2016-09-29 13:40:00,2016-09-29 14:00:00)","9.54","7.55","9.12","5.9","24.1","25.44","1.62","4.1","4.97","9.75","11.11","25.95","15.86","19.07","16.44","9.88","13.71","30.48","23.88","0.83","0.74","11.52","34.69","6.07"
"[2016-09-29 14:00:00,2016-09-29 14:20:00)","7.25","6.82","10.24","3.36","26.09","15.49","1.47","3.64","5.14","10.61","12.5","12.53","17.0","17.26","17.27","11.7","14.77","52.95","23.3","0.87","0.92","10.07","31.72","5.74"
"[2016-09-29 14:20:00,2016-09-29 14:40:00)","6.71","7.17","8.91","4.43","22.55","12.52","1.52","4.66","5.1","8.1","12.06","24.02","17.26","26.49","19.44","8.91","14.79","38.23","21.5","1.05","0.79","16.73","43.38","6.18"
"[2016-09-29 14:40:00,2016-09-29 15:00:00)","6.67","7.6","9.66","2.53","20.64","10.39","1.18","4.8","5.0","8.86","12.03","21.39","18.28","14.4","33.09","8.86","14.47","34.12","30.07","1.13","0.81","9.94","39.71","5.85"
"[2016-09-29 15:00:00,2016-09-29 15:20:00)","8.23","7.92","9.12","3.78","21.15","18.75","5.68","4.57","5.71","8.7","12.33","22.83","14.97","25.94","15.11","9.0","14.89","35.2","21.0","0.81","0.97","11.39","38.03","6.81"
"[2016-09-29 15:20:00,2016-09-29 15:40:00)","7.34","8.33","10.1","4.09","24.53","8.84","3.8","18.98","4.63","10.38","13.82","32.15","15.66","24.65","17.14","8.77","14.73","38.6","24.16","0.9","0.91","13.77","62.1","7.26"
"[2016-09-29 15:40:00,2016-09-29 16:00:00)","5.91","8.91","10.59","6.42","38.42","8.76","1.41","3.68","4.17","11.05","13.89","17.16","24.23","21.54","27.09","10.73","15.0","30.16","23.51","0.93","0.66","26.28","34.73","5.67"
"[2016-09-29 16:00:00,2016-09-29 16:20:00)","7.08","9.38","11.17","5.37","25.94","9.77","1.57","3.88","4.7","10.92","15.13","25.15","32.29","24.34","19.12","22.3","18.62","38.22","42.38","1.02","0.95","12.69","36.79","5.86"
"[2016-09-29 16:20:00,2016-09-29 16:40:00)","7.34","10.06","9.83","6.27","21.88","13.04","2.01","3.51","4.38","9.44","9.67","40.39","19.34","18.06","18.05","10.84","14.99","15.86","39.78","1.05","0.66","13.51","45.59","5.42"
"[2016-09-29 16:40:00,2016-09-29 17:00:00)","9.95","17.23","0","2.84","0","14.03","1.88","4.69","4.91","0","12.23","36.99","0","23.61","26.26","0","18.24","34.88","24.3","0.99","0.81","15.39","42.4","6.42"
"[2016-09-29 17:00:00,2016-09-29 17:20:00)","7.98","7.86","9.77","2.73","25.3","11.26","1.94","4.67","6.24","8.43","12.87","32.96","16.98","36.95","22.21","10.75","15.51","47.88","54.51","1.12","1.1","11.99","38.47","6.8"
"[2016-09-29 17:20:00,2016-09-29 17:40:00)","6.64","35.12","9.77","5.49","27.6","11.29","2.92","4.47","5.3","10.19","12.87","38.42","61.73","25.16","19.16","9.84","63.14","29.05","32.77","0.85","0.85","23.3","38.15","6.47"
"[2016-09-29 17:40:00,2016-09-29 18:00:00)","6.93","17.69","0","2.4","0","12.31","2.34","3.96","5.43","0","15.63","45.58","0","38.93","19.15","0","15.85","37.09","32.83","0.84","1.05","17.66","35.23","6.18"
"[2016-09-29 18:00:00,2016-09-29 18:20:00)","10.73","0","0","3.31","0","14.84","0","5.85","6.22","0","14.97","53.3","0","0","0","0","0","30.57","0","0","0.92","0","33.02","7.42"
"[2016-09-29 18:20:00,2016-09-29 18:40:00)","8.16","14.96","10.23","2.25","46.62","22.78","12.25","4.09","4.24","10.57","12.59","118.89","84.61","19.56","0","10.75","17.47","17.39","0","0","0.58","35.45","1136.97","5.59"
"[2016-09-29 18:40:00,2016-09-29 19:00:00)","5.88","34.03","9.76","3.85","58.06","15.43","1.98","4.3","5.14","9.35","15.38","31.11","41.33","19.01","21.39","10.15","19.48","33.52","58.98","0.96","0.8","15.57","70.73","7.05"
"[2016-09-29 19:00:00,2016-09-29 19:20:00)","13.69","7.7","11.29","2.67","33.36","30.52","1.54","5.11","6.2","10.73","17.04","21.38","58.95","21.79","20.26","11.79","16.29","30.12","46.35","0.97","1.0","11.25","38.74","7.97"
"[2016-09-29 19:20:00,2016-09-29 19:40:00)","8.36","11.34","10.64","2.47","28.44","11.91","2.35","5.04","6.45","9.88","15.13","14.64","18.98","47.39","21.91","10.91","20.96","28.72","29.32","0.96","0.84","21.2","34.39","6.78"
"[2016-09-29 19:40:00,2016-09-29 20:00:00)","7.86","10.31","9.58","4.21","25.0","21.68","1.66","4.66","5.58","8.71","14.4","25.45","28.9","29.7","13.5","14.02","17.94","33.08","34.83","0.67","0.89","19.19","34.08","6.83"
"[2016-09-29 20:00:00,2016-09-29 20:20:00)","7.37","8.89","11.48","4.08","105.86","17.11","2.13","3.52","4.84","12.29","12.58","30.38","24.86","48.46","9.72","11.25","17.3","19.7","15.75","0.45","0.76","13.96","51.22","5.22"
"[2016-09-29 20:20:00,2016-09-29 20:40:00)","7.59","0","10.38","2.87","20.78","11.86","0","7.18","6.71","8.82","15.55","27.38","19.08","0","18.55","7.73","0","62.28","24.81","1.31","0.76","0","37.22","8.9"
"[2016-09-29 20:40:00,2016-09-29 21:00:00)","6.61","8.29","0","13.28","0","11.15","1.48","4.85","4.73","0","10.23","30.49","0","32.41","39.73","0","17.98","26.38","20.97","1.22","0.75","11.64","38.96","6.02"
"[2016-09-29 21:00:00,2016-09-29 21:20:00)","7.71","9.93","0","2.97","0","10.22","1.77","3.48","4.27","0","10.35","16.48","0","39.73","21.2","0","17.0","33.7","24.64","0.9","0.85","11.8","32.57","5.88"
"[2016-09-29 21:20:00,2016-09-29 21:40:00)","9.23","9.52","0","6.1","0","12.23","2.01","4.27","4.89","0","13.75","24.87","0","21.09","14.5","0","23.68","30.71","21.37","0.68","0.79","15.45","35.02","6.17"
"[2016-09-29 21:40:00,2016-09-29 22:00:00)","11.44","9.21","13.37","4.7","36.56","80.81","1.77","3.83","4.88","8.58","13.63","11.59","34.56","20.57","19.87","11.51","19.35","47.89","25.86","0.9","0.95","13.58","45.27","6.76"
"[2016-09-29 22:00:00,2016-09-29 22:20:00)","5.68","35.98","10.29","2.31","26.48","9.82","1.51","4.43","6.28","10.99","14.98","19.97","23.7","14.47","14.79","8.4","16.73","38.98","17.44","1.36","1.07","11.88","29.57","5.14"
"[2016-09-29 22:20:00,2016-09-29 22:40:00)","4.25","6.33","9.25","1.8","21.61","10.28","8.25","3.3","4.17","8.57","9.73","10.74","19.69","20.09","20.26","10.96","12.51","24.99","21.09","0.91","0.57","9.88","26.98","5.27"
"[2016-09-29 22:40:00,2016-09-29 23:00:00)","5.26","0","0","20.39","0","8.47","0","3.05","4.1","0","9.07","28.41","0","0","19.87","0","0","22.88","24.37","0.91","0.74","0","24.34","4.93"
"[2016-09-29 23:00:00,2016-09-29 23:20:00)","0","7.44","8.62","3.63","19.14","0","1.32","3.35","4.25","7.82","15.24","10.95","17.68","26.86","0","8.73","13.77","16.36","0","0","0.65","10.98","20.8","5.82"
"[2016-09-29 23:20:00,2016-09-29 23:40:00)","0","0","0","0","0","0","0","3.27","3.88","0","9.7","0","0","0","0","0","0","20.76","0","0","0.65","0","0","5.18"
"[2016-09-29 23:40:00,2016-09-30 00:00:00)","0","15.53","13.87","2.69","40.13","0","2.34","7.96","7.42","13.78","13.47","15.64","49.7","60.09","17.58","12.55","21.86","30.12","20.46","1.0","1.17","19.6","30.81","8.28"
"[2016-09-30 00:00:00,2016-09-30 00:20:00)","6.71","6.84","8.11","3.62","21.5","14.22","0.82","3.07","3.65","7.45","11.39","15.06","31.48","7.91","0","8.8","11.1","22.35","0","0","0.63","45.41","41.26","4.99"
"[2016-09-30 00:20:00,2016-09-30 00:40:00)","6.54","0","0","2.59","0","10.2","0","3.92","4.14","0","10.02","13.64","0","0","182.23","0","0","20.06","20.55","1.18","0.73","0","33.61","4.38"
"[2016-09-30 00:40:00,2016-09-30 01:00:00)","0","0","0","0","0","0","0","3.25","4.44","0","9.62","0","0","0","0","0","0","39.99","0","0","0.74","0","0","5.65"
"[2016-09-30 01:00:00,2016-09-30 01:20:00)","7.42","7.5","7.93","3.45","18.7","9.97","0.4","2.32","2.73","7.81","9.69","14.89","16.23","3.87","0","9.48","13.32","45.63","0","0","0.41","36.64","49.82","5.11"
"[2016-09-30 01:20:00,2016-09-30 01:40:00)","0","0","0","0","0","0","0","3.01","4.02","0","9.26","0","0","0","14.32","0","0","20.48","16.52","0.65","0.55","0","25.26","5.05"
"[2016-09-30 01:40:00,2016-09-30 02:00:00)","0","0","0","0","0","0","0","3.07","4.58","0","14.09","0","0","0","0","0","0","31.38","0","0","0.73","0","0","6.05"
"[2016-09-30 02:00:00,2016-09-30 02:20:00)","0","0","0","0","0","0","0","2.98","3.57","0","10.37","0","0","0","13.19","0","0","74.75","17.46","0.64","0.72","0","33.65","5.26"
"[2016-09-30 02:20:00,2016-09-30 02:40:00)","0","0","0","0","0","0","0","4.59","5.4","0","13.07","0","0","0","0","0","0","21.15","0","0","0.81","0","0","7.38"
"[2016-09-30 02:40:00,2016-09-30 03:00:00)","0","0","0","0","0","0","0","2.83","4.21","0","10.0","0","0","0","8.92","0","0","24.75","17.6","0.42","0.91","0","13.15","4.6"
"[2016-09-30 03:00:00,2016-09-30 03:20:00)","0","0","0","0","0","0","0","3.04","3.58","0","18.2","0","0","0","19.65","0","0","18.12","25.86","0.78","0.54","0","24.73","5.28"
"[2016-09-30 03:20:00,2016-09-30 03:40:00)","0","0","0","0","0","0","0","5.2","3.77","0","11.45","0","0","0","0","0","0","35.31","0","0","0.56","0","0","4.93"
"[2016-09-30 03:40:00,2016-09-30 04:00:00)","5.83","0","0","1.33","0","7.74","0","2.31","5.07","0","7.11","15.8","0","0","0","0","0","19.15","0","0","0.77","0","30.78","3.92"
"[2016-09-30 04:00:00,2016-09-30 04:20:00)","0","0","0","0","0","0","0","2.12","2.53","0","8.13","0","0","0","10.73","0","0","33.89","19.99","0.49","0.49","0","27.2","5.57"
"[2016-09-30 04:20:00,2016-09-30 04:40:00)","4.44","6.5","0","25.79","0","5.97","1.63","3.81","5.81","0","9.87","11.4","0","28.02","24.41","0","13.92","19.18","61.06","1.81","0.85","9.19","85.61","5.26"
"[2016-09-30 04:40:00,2016-09-30 05:00:00)","3.04","5.97","7.73","8.75","18.42","4.01","1.32","3.53","3.64","7.78","9.96","9.41","15.71","30.21","15.85","6.74","16.98","24.34","30.88","0.69","0.59","8.51","19.74","4.64"
"[2016-09-30 05:00:00,2016-09-30 05:20:00)","0","0","0","0","0","0","0","2.39","2.7","0","6.99","0","0","0","13.98","0","0","19.48","14.44","0.66","0.55","0","32.2","4.02"
"[2016-09-30 05:20:00,2016-09-30 05:40:00)","0","6.17","7.89","1.69","19.12","0","2.36","2.71","3.2","8.13","9.14","8.58","13.72","22.62","0","6.45","13.22","21.47","0","0","0.5","13.18","0","4.34"
"[2016-09-30 05:40:00,2016-09-30 06:00:00)","5.48","8.05","14.8","1.84","25.48","8.31","7.86","3.09","3.69","14.34","20.68","9.27","13.94","11.07","0","12.4","13.12","14.38","0","0","0.58","38.6","42.28","5.51"
"[2016-09-30 06:00:00,2016-09-30 06:20:00)","5.56","45.07","12.69","3.03","36.32","8.34","0.84","2.84","3.52","12.34","10.17","16.31","23.76","8.04","15.49","14.3","17.52","24.03","23.02","0.68","0.59","6.59","22.36","4.87"
"[2016-09-30 06:20:00,2016-09-30 06:40:00)","11.99","15.55","0","2.4","0","7.9","1.14","2.84","3.35","0","9.4","15.23","0","37.51","16.85","0","5.6","14.38","19.75","0.74","0.51","8.64","38.3","4.8"
"[2016-09-30 06:40:00,2016-09-30 07:00:00)","5.13","7.03","7.43","1.77","18.8","9.33","2.29","3.1","3.91","7.26","7.98","20.04","12.32","23.66","12.76","8.96","16.53","27.96","22.16","0.65","0.77","19.09","17.95","4.29"
"[2016-09-30 07:00:00,2016-09-30 07:20:00)","6.23","8.42","6.42","2.01","20.81","16.98","1.72","4.38","4.99","6.62","12.21","41.86","14.69","31.96","30.87","5.25","16.84","27.87","70.76","0.92","0.78","13.42","28.22","6.53"
"[2016-09-30 07:20:00,2016-09-30 07:40:00)","5.47","8.01","16.89","2.43","28.24","8.2","1.43","4.77","5.57","17.4","16.85","24.89","16.51","9.38","26.64","13.79","16.59","28.82","81.92","1.05","1.0","11.26","32.88","8.09"
"[2016-09-30 07:40:00,2016-09-30 08:00:00)","7.05","8.33","0","5.96","0","28.46","1.19","4.01","5.78","0","17.28","26.11","0","12.44","53.51","0","15.32","20.52","90.18","1.18","0.72","30.71","28.86","6.72"
"[2016-09-30 08:00:00,2016-09-30 08:20:00)","7.2","10.38","9.12","4.57","18.95","12.53","2.95","6.63","11.43","8.16","14.02","27.31","38.93","27.29","84.85","6.75","22.45","26.77","73.02","1.9","1.01","18.91","39.46","9.39"
"[2016-09-30 08:20:00,2016-09-30 08:40:00)","6.91","7.67","8.55","4.53","21.82","12.59","1.84","5.74","9.17","8.49","14.71","23.78","20.57","22.19","63.83","7.98","15.94","56.85","69.36","1.27","1.49","11.49","38.35","8.51"
"[2016-09-30 08:40:00,2016-09-30 09:00:00)","9.61","9.63","8.03","2.97","19.69","12.93","1.22","5.19","6.26","8.28","16.18","32.19","32.62","11.02","92.81","6.76","13.31","51.31","83.75","1.96","0.94","30.46","34.68","7.52"
"[2016-09-30 09:00:00,2016-09-30 09:20:00)","8.2","7.14","8.41","6.99","18.67","11.59","12.3","4.59","5.73","8.12","13.37","20.75","34.93","19.66","32.56","8.68","14.43","33.34","58.74","1.47","0.9","10.48","31.36","7.57"
"[2016-09-30 09:20:00,2016-09-30 09:40:00)","6.3","8.15","9.77","3.72","24.02","15.37","1.29","3.93","4.84","10.48","13.16","23.2","29.53","15.79","28.93","8.84","15.59","32.34","46.49","1.02","0.73","17.87","38.27","6.13"
"[2016-09-30 09:40:00,2016-09-30 10:00:00)","8.0","8.22","8.38","2.83","22.21","9.86","1.35","4.13","5.1","7.79","13.39","16.72","26.23","19.92","20.44","7.92","17.26","47.85","37.51","1.06","0.73","21.17","32.92","6.04"
"[2016-09-30 10:00:00,2016-09-30 10:20:00)","9.98","8.57","8.46","3.72","21.62","12.75","10.78","4.84","5.54","8.52","11.55","46.67","28.39","14.52","22.43","8.15","15.97","40.37","35.46","1.12","0.91","23.88","40.59","6.69"
"[2016-09-30 10:20:00,2016-09-30 10:40:00)","5.63","6.74","8.6","7.64","20.36","11.3","1.26","12.31","5.95","8.93","16.71","17.42","16.51","30.02","18.67","9.54","14.85","39.37","21.93","1.07","0.94","18.58","35.92","8.14"
"[2016-09-30 10:40:00,2016-09-30 11:00:00)","8.68","8.87","9.42","6.76","21.74","12.47","1.72","4.3","7.87","10.5","11.27","28.49","18.53","29.48","22.79","7.66","16.98","31.27","21.67","1.14","0.78","13.72","41.29","6.15"
"[2016-09-30 11:00:00,2016-09-30 11:20:00)","4.87","8.54","9.51","7.22","23.44","7.82","1.36","4.1","5.19","9.5","10.51","17.82","29.84","17.23","15.87","8.6","18.44","32.09","18.68","0.77","0.76","15.06","34.6","5.48"
"[2016-09-30 11:20:00,2016-09-30 11:40:00)","6.94","13.43","9.2","3.77","30.25","10.35","2.05","3.44","4.28","10.16","13.07","21.93","27.46","29.79","20.4","8.32","15.61","22.65","22.52","0.99","0.67","21.58","37.09","5.96"
"[2016-09-30 11:40:00,2016-09-30 12:00:00)","7.62","6.69","18.83","3.97","22.95","10.73","1.37","3.47","4.09","9.36","10.51","21.43","16.57","20.69","15.3","20.67","17.45","18.84","18.38","0.81","0.68","12.78","27.84","5.65"
"[2016-09-30 12:00:00,2016-09-30 12:20:00)","8.4","11.12","8.56","5.07","21.33","12.67","1.4","4.23","4.71","9.3","11.85","22.33","23.79","16.26","19.2","10.38","18.38","61.37","28.71","0.88","0.93","21.52","35.2","6.05"
"[2016-09-30 12:20:00,2016-09-30 12:40:00)","9.09","9.11","7.91","4.37","22.55","13.22","1.61","4.4","6.01","8.06","14.2","32.83","36.37","24.49","20.92","6.94","19.51","101.46","32.22","1.5","1.05","12.77","39.32","6.39"
"[2016-09-30 12:40:00,2016-09-30 13:00:00)","8.04","9.38","9.25","3.83","24.9","19.9","4.38","4.43","6.41","9.67","11.78","23.89","25.0","19.5","20.56","8.78","18.63","58.56","119.65","1.09","1.03","22.95","39.27","6.62"
"[2016-09-30 13:00:00,2016-09-30 13:20:00)","8.25","13.55","9.87","5.99","24.06","13.98","8.5","5.26","6.83","10.0","11.5","38.13","17.08","35.07","18.82","9.39","18.89","32.29","24.25","1.0","0.91","25.36","39.75","7.71"
"[2016-09-30 13:20:00,2016-09-30 13:40:00)","6.58","9.86","9.16","7.19","28.75","16.84","1.57","6.07","6.85","9.47","14.02","25.61","16.64","29.55","21.8","8.62","19.46","45.18","30.82","1.87","0.9","19.13","44.76","7.92"
